,location,title,company,salary,summary,rating
8098,"Pune, Maharashtra+3 locations",newTest Specialist: Automation,IBM,NA,"
As a Test Specialist at IBM, your analytical and technical skills will directly impact the quality of the software we create.
",3.9
8142,"Remote in Hyderabad, Telangana",Senior Manager - Data Engineering,Space and Time,NA,"
Apps built on top of Space and Time become blockchain interoperable, crunching SQL for decentralised applications that need verifiable tamperproofing,…
",NA
8341,"Remote in Hyderabad, Telangana",Architect - Data Engineering,Space and Time,NA,"
Apps built on top of Space and Time become blockchain interoperable, crunching SQL for decentralised applications that need verifiable tamperproofing,…
",NA
8392,"Panaji, Goa",newJavaScript Developer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,"₹2,50,000 a year","
Must understand the functionality behind blockchain technologies.
Education: Bachelor's (Preferred) or any other Computer Science degree.
",NA
8442,"Mumbai, Maharashtra",Solutions Sales Specialist - Data & AI,IBM,NA,"
To think along with clients and sell.
Solution Specialist for Data & AI portfolio he/she will be responsible for working with clients (core clients) to create…
",3.9
8449,"Chennai, Tamil Nadu",Digital Marketing Manager,Ideas2IT Technologies,Full-time,"
Build, plan and implement the overall lead-generation strategy.
You will have the autonomy and budgets to plan, create, run, monitor, and course-correct…
",4.5
8450,"Madurai, Tamil Nadu",Game Developer,Osiz Technoloies,Full-time,"
Develop amazing next-generation games, including cutting-edge technologies such as Blockchains and Artificial Intelligence.
",NA
8452,"Chennai, Tamil Nadu",Blockchain Developer chennai (IT Jobs),HR Inc Consultants,NA,"
Experience understanding requirements and translating to design Experience building solutions using any existing Blockchain implementations like Eris,…
",NA
8453,"Bengaluru, Karnataka",newData Engineer: Machine Learning,IBM,Full-time,"
To think along with clients and sell.
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing…
",3.9
8454,"New Delhi, Delhi",newOracle Database Administrator,IBM,Full-time,"
Your clients' success depends on your ability to understand their needs and respond to requests for new services.
Use problem and change management tools.
",3.9
8455,"Indore, Madhya Pradesh",Frontend Developer,Codes For Tomorrow,"₹10,000 - ₹30,000 a monthFull-timeMorning shift","
# Sound Knowledge of C, C++, Data structure.
# strong knowledge of basic programming & algorithms.
# Basic knowledge of Dev-Ops & Linux.
",NA
8456,"Mumbai, Maharashtra",newSecurity Expert Labs Business Leader ISA,IBM,Full-time,"
To think along with clients and sell.
You will be responsible for building and growing relationships with your clients, listening to understand the business…
",3.9
8457,"Mumbai, Maharashtra",Social Media Specialist,Avalor Investments Pvt. Ltd,"₹4,41,118 - ₹6,50,261 a yearFull-timeDay shift","
Knowledge related blockchain,crypto,nft is a plus.
3+ years experience as a social media specialist or similar position.
",NA
8458,"Pune, Maharashtra",Package Specialist: SAP SCM MM,IBM,Full-time,"
As an Application Package Specialist, you'll help clients in the selection, implementation, and production support of application packaged solutions.
",3.9
8459,"Mumbai, Maharashtra",newDigital Marketing DPE,IBM,Full-time,"
As a Strategy Consultant at IBM, you will help reinvent businesses and industries by developing and utilizing specialized knowledge of industry-specific and…
",3.9
8460,"Ahmedabad, Gujarat",Technical Project Manager,Webclues Infotech,"₹6,00,000 - ₹13,00,000 a yearFull-timeFlexible shift +1","
Project managers should have a background in business skills, management, budgeting and analysis.
Coordinate internal resources and third parties/vendors for…
",4.0
8462,Remote,Backend Engineer,Polygon,Full-time,"
Integration of user-facing elements developed by a front-end developers with server side logic.
Building reusable code and libraries for future use.
",NA
8463,"Ahmedabad, Gujarat",SQL Developer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
8464,"Bengaluru, Karnataka",Procurement Operations Execution Professional,IBM,Full-timeUS shift,"
To think along with clients and sell.
Must be willing to work in US shifts.
Liaise with various support group to resolve end user queries/issues.
",3.9
8465,"Gurgaon, Haryana+4 locations",Practitioner - Finance and Administration Delivery,IBM,Full-timeFlexible shift,"
As Delivery Practitioner, you are responsible for Transaction processing/Data Entry/Insurance Verification for clients in the Outsourcing Industry.
",3.9
8466,"Hyderabad, Telangana",Assistant Manager - Copy & Content,DLT Labs,Full-time,"
As a Copy Writer you will be responsible for creating, developing and implementing creative content across all digital channels.
Up-to-date on creative trends.
",NA
8467,"Bengaluru, Karnataka+1 location",L1/L2 Support engineer,IBM,Full-time,"
To think along with clients and sell.
As Support Engine you are responsible for installation, implementation, customization, operation, recovery and performance…
",3.9
8469,"Chennai, Tamil Nadu",Sales Specialist (Business Technical),GR Infotech,NA,"
With GRInfotech, you apply out-of-the-box thinking with customers, often teaching, challenging their assumptions, and tailoring proposals with scrupulous…
",4.0
8470,"Mumbai, Maharashtra",Game Programmer - Unreal Engine,Digital Diquery,"₹80,000 a monthFull-timeFlexible shift +1","
Experience of developing blockchain-based games.
A strong passion for gaming and blockchain technology.
Write clean, well-tested, performant code.
",NA
8471,Remote in India,Technical Support Engineer,Transak,Full-time,"
Interest in crypto and blockchain and blockchain applications.
Developing DApps or interacting with blockchains.
Help them to integrate our widget .
",NA
8472,"Bengaluru, Karnataka",Software Development Engineer in Test[SDET]- ISL Security-Ma...,IBM,Full-time,"
You have developed strategies and long-term plans for researching new or projected operating systems and complete software architecture and provided…
",3.9
8474,"Hyderabad, Telangana",Graphic & Web Designer,Kling Blockchain,"₹10,000 - ₹30,000 a monthPart-time","
Part-time hours: 12 per week.
Total work: 1 year (Preferred).
3D Animation: 1 year (Preferred).
",NA
8475,"Bengaluru, Karnataka",Product Manager ( Blockchain ),Golden Opportunities,NA,"
Product Manager Candidate Specification Should have minimum 6+ Years of work experience as a product manager Good knowledge on Blockchain, Crypto Should have…
",NA
8476,"Ahmedabad, Gujarat",newSecurity Architect_Eco,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
8477,"Indore, Madhya Pradesh",newExperienced Software Developer,Codes For Tomorrow,"₹15,000 - ₹35,000 a monthFull-timeMorning shift","
Sound Knowledge of C, C++, and Data structure.
Strong knowledge of basic programming & algorithms.
Basic knowledge of Dev-Ops & Linux.
",NA
8478,"Bengaluru, Karnataka",newCloud Software Engineer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
8479,"Mumbai, Maharashtra",Full Stack Developer,Law Blocks,"₹2,50,000 - ₹3,60,000 a yearFull-timeMorning shift +1","
Law blocks is legal tech community, which creates smart legal contract using blockchain technology and resolves disputes by mediation and arbitration virtually.
",NA
8480,"Bengaluru, Karnataka",newEngineer-React Native,Nu10,Full-time,"
Design and implement user interface components for JavaScript-based web and mobile applications using React ecosystem.
",NA
8481,"Bengaluru, Karnataka",Infometry – Manager – Business Developer,4-10 yrs,Full-time,"
Lead sales efforts for the acquisition of select Fortune 100 accounts, through marketing and personal selling of all of Judge’s services.
",NA
8482,"Bengaluru, Karnataka",newApplication Architect: Application Automation,IBM,Full-time,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
",3.9
8483,"Bengaluru, Karnataka",Contact Center Lead,IBM,Full-time,"
We help transform the service process – and are looking for Customer Care Analytics Consultant with deep customer service analytics skills to advise our clients…
",3.9
8484,"Pune, Maharashtra",SSE / LEAD - BLOCKCHAIN - Pune - C2H - 4+ yrs,GSN Consultancy,Internship,"
Sign Up for Job Alerts.
",NA
8485,"Ahmedabad, Gujarat",Advisory Software Test Engineer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
8486,"Pune, Maharashtra+1 location",Package Consultant: SAP FIN FSCM,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9
8487,"Hyderabad, Telangana",SFDC- Snap logic Developer-G3560,Nisum,Full-time,"
Plans, designs, develops, codes and tests software systems or applications for software enhancements and new products.
Revises and refines systems as required.
",3.9
8488,"Chennai, Tamil Nadu",IT Client Service Manager,IBM,Full-time,"
To think along with clients and sell.
A Global IT CSM has a minimum of 5+ years experienced managing numerous medium sized deals/deliveries from one or more…
",3.9
8489,"Pune, Maharashtra+3 locations",Application Developer: Process Management (BPM),IBM,Full-time,"
Identification and driving of related service quality improvements and engineering deliverables.
Management and progression of Action items on time with prompt…
",3.9
8490,"Gurgaon, Haryana",newHead - Talent Acquisition,Shipsy,Full-time,"
Collaborate with various teams to develop Manpower Planning in company.
Develop sustainable talent acquisition and hiring strategies & plan including building a…
",NA
8491,"Hyderabad, Telangana+3 locations",Package Specialist: SAP SCM SD,IBM,Full-time,"
As an Application Package Specialist, you'll help clients in the selection, implementation, and production support of application packaged solutions.
",3.9
8492,"New Delhi, Delhi",Knowledge Analyst - Digital Strategy,Boston Consulting Group,Full-time,"
Functional knowledge and passion in Digital Technology, Emerging Tech (e.g. AI/ ML, blockchain, quantum computing, etc.), IT Strategy Consulting.
",4.2
8493,"Ahmedabad, Gujarat",Senior Technical Writer,Infostretch Corporation,Full-time,"
In this role, you will collaborate and work with cross-functional teams such as technical delivery, CoE, Sales/Account Mgmt.
The techno-functional bent of mind.
",3.0
8494,"Chandigarh, Chandigarh",Full Stack Developer,Chaincode Consulting LLP,Full-timeFlexible shift +1,"
Must have exp more than 6 months with Nodejs.
Must have knowledge about JavaScript, jQuery, ExpressJs, NextJs, Git, GITHUB, SQL, MySQL, MongoDB.
",NA
8495,"Chennai, Tamil Nadu+3 locations",Application Developer: System i,IBM,Full-time,"
Provide application support to Business process and control system (BPCS) related.
Purchase Order Creation, Packing and Shipping, Billing, Service Job…
",3.9
8497,"Remote in Hyderabad, Telangana",Oracle SOA Developer,enormous it services,"₹12,00,000 a yearFull-timeNight shift +2","
In addition the we need SOA Developers who can develop the integrations using Publish/Subscribe approach in SOA suite/OSB/ESB.
Total work: 5 years (Preferred).
",NA
8503,"Bengaluru, Karnataka",newData Engineer: Machine Learning,IBM,NA,"
To think along with clients and sell.
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing…
",3.9
8506,"Mumbai, Maharashtra",newSecurity Expert Labs Business Leader ISA,IBM,NA,"
To think along with clients and sell.
You will be responsible for building and growing relationships with your clients, listening to understand the business…
",3.9
8514,"Bengaluru, Karnataka",Procurement Operations Execution Professional,IBM,NA,"
To think along with clients and sell.
Must be willing to work in US shifts.
Liaise with various support group to resolve end user queries/issues.
",3.9
8515,"Gurgaon, Haryana+4 locations",Practitioner - Finance and Administration Delivery,IBM,NA,"
As Delivery Practitioner, you are responsible for Transaction processing/Data Entry/Insurance Verification for clients in the Outsourcing Industry.
",3.9
8517,"Bengaluru, Karnataka+1 location",L1/L2 Support engineer,IBM,NA,"
To think along with clients and sell.
As Support Engine you are responsible for installation, implementation, customization, operation, recovery and performance…
",3.9
8521,Remote in India,Technical Support Engineer,Transak,NA,"
Interest in crypto and blockchain and blockchain applications.
Developing DApps or interacting with blockchains.
Help them to integrate our widget .
",NA
8528,"Bengaluru, Karnataka",newCloud Software Engineer,IBM,NA,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
8532,"Bengaluru, Karnataka",newApplication Architect: Application Automation,IBM,NA,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
",3.9
8533,"Bengaluru, Karnataka",Contact Center Lead,IBM,NA,"
We help transform the service process – and are looking for Customer Care Analytics Consultant with deep customer service analytics skills to advise our clients…
",3.9
8534,"Pune, Maharashtra",SSE / LEAD - BLOCKCHAIN - Pune - C2H - 4+ yrs,GSN Consultancy,NA,"
Sign Up for Job Alerts.
",NA
8538,"Chennai, Tamil Nadu",IT Client Service Manager,IBM,NA,"
To think along with clients and sell.
A Global IT CSM has a minimum of 5+ years experienced managing numerous medium sized deals/deliveries from one or more…
",3.9
8539,"Pune, Maharashtra+3 locations",Application Developer: Process Management (BPM),IBM,NA,"
Identification and driving of related service quality improvements and engineering deliverables.
Management and progression of Action items on time with prompt…
",3.9
8545,"Chennai, Tamil Nadu+3 locations",Application Developer: System i,IBM,NA,"
Provide application support to Business process and control system (BPCS) related.
Purchase Order Creation, Packing and Shipping, Billing, Service Job…
",3.9
8598,"Temporarily Remote in Mumbai, Maharashtra",Turbonomic NPM Tech Sales- SevOne,IBM,NA,"
Client Technical Specialists (CTS) are the technical experts and advisors to clients, IBM sales teams, and/or IBM Business Partners.
",3.9
8642,"Mumbai, Maharashtra",Senior Knowledge Analyst - Financial Institutions (Digital),Boston Consulting Group,NA,"
As a Senior Knowledge Analyst (SKA) within BCG's FI Practice Area, you will work in BCG India team primarily as well as global team, providing industry and/or…
",4.2
8899,"Chennai, Tamil Nadu",Digital Marketing Manager,Ideas2IT Technologies,NA,"
Yes, it’s true - we awarded a 100 cars to a 100 hundred of our people.
We are big on employee love and are the first Indian IT company to implement a wealth…
",4.5
8900,"Madurai, Tamil Nadu",Game Developer,Osiz Technoloies,NA,"
Develop amazing next-generation games, including cutting-edge technologies such as Blockchains and Artificial Intelligence.
Posted Date : 17- 02- 2022.
",NA
8901,"Hyderabad, Telangana",Full Stack Developer,[x]cube LABS,NA,"
The [x]cube team offers deep expertise in all things digital: CX strategy and transformation, digital innovation, augmented reality, virtual reality, blockchain…
",NA
8903,"Bengaluru, Karnataka",newData Engineer: Machine Learning,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
8904,"New Delhi, Delhi",newOracle Database Administrator,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Use problem and change management tools.
",3.9
8905,"Indore, Madhya Pradesh",Frontend Developer,Codes For Tomorrow,"₹10,000 - ₹30,000 a month","
# Good Communication Skills, Flexible Attitude, Adaptability.
# Sound Knowledge of C, C++, Data structure.
# Blockchain basics are an additional advantage.
",NA
8906,"Mumbai, Maharashtra",newSecurity Expert Labs Business Leader ISA,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
8907,"Mumbai, Maharashtra",Social Media Specialist,Avalor Investments Pvt. Ltd,"₹4,41,118 - ₹6,50,261 a year","
Knowledge related blockchain,crypto,nft is a plus.
We at Avalor are hiring Social Media Expert.
3+ years experience as a social media specialist or similar…
",NA
8908,"Pune, Maharashtra",Package Specialist: SAP SCM MM,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
8909,"Mumbai, Maharashtra",newDigital Marketing DPE,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Finalizing of SLAs for each channel.
",3.9
8910,"Ahmedabad, Gujarat",Technical Project Manager,Webclues Infotech,"₹6,00,000 - ₹13,00,000 a year","
Project managers should have a background in business skills, management, budgeting and analysis.
You should be an excellent communicator and comfortable…
",4.0
8913,"Ahmedabad, Gujarat",SQL Developer,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
8914,"Bengaluru, Karnataka",Procurement Operations Execution Professional,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
8915,"Gurgaon, Haryana+4 locations",Practitioner - Finance and Administration Delivery,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
You should be flexible to work in shifts.
",3.9
8916,"Hyderabad, Telangana",Assistant Manager - Copy & Content,DLT Labs,NA,"
Our project with Walmart Canada is the world’s largest deployment of enterprise blockchain in an industrial application.
Up-to-date on creative trends.
",NA
8917,"Bengaluru, Karnataka+1 location",L1/L2 Support engineer,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
8918,"Indore, Madhya Pradesh",Software Engineer (NodeJS),Synapse Connecting Solutions,NA,"
Knowledge of machine learning fundamentals/blockchain.
At Synapse we build cloud-native technologies, often in the cutting-edge space.
Good-to-have Exposure to.
",NA
8919,"Chennai, Tamil Nadu",Sales Specialist (Business Technical),GR Infotech,NA,"
As GRInfotech’s Sales Specialist you help businesses seize the enormous opportunities from qualified and potential leads.
This isn’t your typical sales job.
",4.0
8921,Remote in India,Technical Support Engineer,Transak,NA,"
Interest in crypto and blockchain and blockchain applications.
Developing DApps or interacting with blockchains.
Transak is backed by top VCs such as ConsenSys.
",NA
8922,"Bengaluru, Karnataka",Software Development Engineer in Test[SDET]- ISL Security-Ma...,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
As a Senior Software Developer,.
",3.9
8923,"Remote in Ahmedabad, Gujarat",Technical Project Manager,Pirimid Fintech,NA,"
Manage technical projects in Fintech domain in the areas of capital markets, global distributed trading systems, Robo advisory, open banking, digital KYC,…
",NA
8924,"Hyderabad, Telangana",Graphic & Web Designer,Kling Blockchain,"₹10,000 - ₹30,000 a month","
We are looking for a designer/ animator who can design white board animated videos using scribe or doodle software for our Start-Up.
",NA
8926,"Ahmedabad, Gujarat",newSecurity Architect_Eco,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
How we’ll help you grow:
",3.9
8927,"Indore, Madhya Pradesh",newExperienced Software Developer,Codes For Tomorrow,"₹15,000 - ₹35,000 a month","
Good Communication Skills, Flexible Attitude, Adaptability.
Sound Knowledge of C, C++, and Data structure.
Blockchain basics are an additional advantage.
",NA
8928,"Bengaluru, Karnataka",newCloud Software Engineer,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Qualified candidates will be responsible for:
",3.9
8929,"Mumbai, Maharashtra",Full Stack Developer,Law Blocks,"₹2,50,000 - ₹3,60,000 a year","
Development of blockchain based products *.
Law blocks is legal tech community, which creates smart legal contract using blockchain technology and resolves…
",NA
8930,"Bengaluru, Karnataka",newEngineer-React Native,Nu10,NA,"
Job Location: BangaloreWork from home.
Nu10 is a US-headquartered leading tech development and solutions company creating consumer-centric digital experiences…
",NA
8932,"Bengaluru, Karnataka",newApplication Architect: Application Automation,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
8933,"Bengaluru, Karnataka",Contact Center Lead,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Certified Six-Sigma Black Belt.
",3.9
8934,"Pune, Maharashtra",SSE / LEAD - BLOCKCHAIN - Pune - C2H - 4+ yrs,GSN Consultancy,NA,"
Sign Up for Job Alerts.
Fresher/Intern Registration Powered by.
",NA
8935,"Ahmedabad, Gujarat",Advisory Software Test Engineer,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
8-12 years of Relevant Experience.
",3.9
8936,"Pune, Maharashtra+1 location",Package Consultant: SAP FIN FSCM,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Join us and Do your Best Work Ever.
",3.9
8937,"Hyderabad, Telangana",SFDC- Snap logic Developer-G3560,Nisum,NA,"
Nisum is a leading global digital commerce firm headquartered in California, with services spanning digital strategy and transformation, insights and analytics,…
",3.9
8938,"Chennai, Tamil Nadu",IT Client Service Manager,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
8939,"Pune, Maharashtra+3 locations",Application Developer: Process Management (BPM),IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Come to IBM and make a global impact!
",3.9
8940,"Gurgaon, Haryana",newHead - Talent Acquisition,Shipsy,NA,"
Shipsy is a Global SaaS company focused on the Logistics tech space.
Logistics is a multi trillion dollar industry, but still largely run in a manual manner.
",NA
8941,"Hyderabad, Telangana+3 locations",Package Specialist: SAP SCM SD,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
8943,"Ahmedabad, Gujarat",Senior Technical Writer,Infostretch Corporation,NA,"
Education: UG: Any graduate – IT background or Post-graduate – MBA, MCA, M. Tech, or equivalent.
In this role, you will collaborate and work with cross…
",3.0
8944,"Chandigarh, Chandigarh",Full Stack Developer,Chaincode Consulting LLP,NA,"
As a Reactjs Developer, you will translate the business requirement into decentralized applications to solve critical business problems.
",NA
8945,"Chennai, Tamil Nadu+3 locations",Application Developer: System i,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Come to IBM and make a global impact!
",3.9
8946,"Hyderabad, Telangana",Customer Success Specialist,[x]cube LABS,NA,"
The [x]cube team offers deep expertise in all things digital: CX strategy and transformation, digital innovation, augmented reality, virtual reality, blockchain…
",NA
8947,"Remote in Hyderabad, Telangana",Oracle SOA Developer,enormous it services,"₹12,00,000 a year","
Customer is looking for multiple Integration Architects who can help design the integrations among below applications (SaaS and in OCI) using SOA suite/OSB/ESB.
",NA
8948,"Jaipur, Rajasthan",Java Developer,Decipher Zone Softwares,NA,"
Business oriented java development & blockchain development in projects.
Why you should join us?
There are ample of reasons to enact this professional…
",NA
9041,"New Delhi, Delhi",Knowledge Analyst - Digital Strategy,Boston Consulting Group,NA,"
Functional knowledge and passion in Digital Technology, Emerging Tech (e.g. AI/ ML, blockchain, quantum computing, etc.), IT Strategy Consulting.
",4.2
9243,"Mohali, Punjab",newBlockchain Developer ( Training / Freshers ),Paradise Techsoft Solutions Pvt. Ltd.,NA,"
Greeting from Paradise Techsoft Solutions Pvt. Ltd..
We are hiring * freshers* for Blockchain Development*.
Qualification: Bachelor's Degree (Technical).
",NA
9442,"Mumbai, Maharashtra",Brand technical specialist- myInvenio,IBM,NA,"
Client Technical Specialists (CTP) are the technical experts and advisors to clients, IBM sales teams and/or IBM Business Partners.
",3.9
9592,"Mumbai, Maharashtra",BPS- Data & AI,IBM,NA,"
To think along with clients and sell.
Brand Sales Specialist for Data & AI portfolio he/she will be responsible for working with clients (core clients) to…
",3.9
9642,"Bengaluru, Karnataka",Cyber Security Experts,Infosys Limited,NA,"
A day in the life of an Infoscion As part of the Infosys consulting team, your primary role would be to actively aid the consulting team in different phases of…
",3.9
10048,"Temporarily Remote in Mumbai, Maharashtra",Turbonomic NPM Tech Sales- SevOne,IBM,NA,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
10542,"Temporarily Remote in Kochi, Kerala",Senior Software Engineer,PermitZIP,"₹15,017 - ₹65,809 a month","
Familiarity with blockchain technology (substrate_).
Must be familiar with deploying AWS EC2 instances and Dockerized container development.
",NA
10549,"Chennai, Tamil Nadu",Digital Marketing Manager,Ideas2IT Technologies,NA,"About Ideas2IT Yes, it’s true - we awarded a 100 cars to a 100 hundred of our people. We are big on employee love and are the first Indian IT company to…",4.5
10550,"Madurai, Tamil Nadu",Game Developer,Osiz Technoloies,NA,"Game Developer Develop amazing next-generation games, including cutting-edge technologies such as Blockchains and Artificial Intelligence. Actively…",NA
10551,"Hyderabad, Telangana",Full Stack Developer,[x]cube LABS,NA,Job Description: We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming. Full stack developers…,NA
10552,"Chennai, Tamil Nadu",Blockchain Developer chennai (IT Jobs),HR Inc Consultants,NA,"Experience understanding requirements and translating to design Experience building solutions using any existing Blockchain implementations like Eris,…",NA
10553,"Bengaluru, Karnataka",newData Engineer: Machine Learning,IBM,NA,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets…",3.9
10554,"New Delhi, Delhi",newOracle Database Administrator,IBM,NA,"Introduction As a Service Delivery Specialist, you are the face of IBM for our customers. Your clients' success depends on your ability to understand their…",3.9
10555,"Indore, Madhya Pradesh",Frontend Developer,Codes For Tomorrow,"₹10,000 - ₹30,000 a month","# Good Communication Skills, Flexible Attitude, Adaptability # Sound Knowledge of C, C++, Data structure. # Blockchain basics are an additional advantage. #…",NA
10556,"Mumbai, Maharashtra",newSecurity Expert Labs Business Leader ISA,IBM,NA,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets…",3.9
10557,"Mumbai, Maharashtra",Social Media Specialist,Avalor Investments Pvt. Ltd,"₹4,41,118 - ₹6,50,261 a year",We at Avalor are hiring Social Media Expert. Following are the requirements: -3+ years experience as a social media specialist or similar position -Excellent…,NA
10558,"Pune, Maharashtra",Package Specialist: SAP SCM MM,IBM,NA,"Introduction As an Application Package Specialist, you'll help clients in the selection, implementation, and production support of application packaged…",3.9
10559,"Mumbai, Maharashtra",newDigital Marketing DPE,IBM,NA,"Introduction As a Strategy Consultant at IBM, you will help reinvent businesses and industries by developing and utilizing specialized knowledge of industry…",3.9
10560,"Ahmedabad, Gujarat",Technical Project Manager,Webclues Infotech,"₹6,00,000 - ₹13,00,000 a year","*Project Manager Requirements* Project managers should have a background in business skills, management, budgeting and analysis. You should be an excellent…",4.0
10561,"Gurgaon, Haryana",newExtended Reality | 7 to 9 Years| Gurugram & Bengaluru,Capgemini,NA,"Job Description As an Extended Reality Consultant, you will be responsible for prototyping, and developing multiple virtual, augmented, and mixed reality…",3.8
10562,Remote,Backend Engineer,Polygon,NA,Job Description Integration of user-facing elements developed by a front-end developers with server side logic Building reusable code and libraries for future…,NA
10563,"Ahmedabad, Gujarat",SQL Developer,IBM,NA,"Introduction Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make…",3.9
10564,"Bengaluru, Karnataka",Procurement Operations Execution Professional,IBM,NA,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets…",3.9
10565,"Gurgaon, Haryana+4 locations",Practitioner - Finance and Administration Delivery,IBM,NA,Introduction The Finance & Admin Business Analyst is essential to the ongoing profitable operations for one of the most globally recognized and respected…,3.9
10566,"Hyderabad, Telangana",Assistant Manager - Copy & Content,DLT Labs,NA,"About us DLT Labs is built by pioneers with experience across a wide variety of sectors of business, technology and distributed application architecture,…",NA
10567,"Bengaluru, Karnataka+1 location",L1/L2 Support engineer,IBM,NA,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets…",3.9
10568,"Indore, Madhya Pradesh",Software Engineer (NodeJS),Synapse Connecting Solutions,NA,"Summary At Synapse we build cloud-native technologies, often in the cutting-edge space. We are looking for a knowledgeable and passionate NodeJS software…",NA
10569,"Chennai, Tamil Nadu",Sales Specialist (Business Technical),GR Infotech,NA,"As GRInfotech’s Sales Specialist you help businesses seize the enormous opportunities from qualified and potential leads. To do so, you challenge customers…",4.0
10570,"Mumbai, Maharashtra",Game Programmer - Unreal Engine,Digital Diquery,"₹80,000 a month","*Our Ideal candidates: * * Write clean, well-tested, performant code. * Understanding and familiarity with the Unreal game engine. * Excellent communication…",NA
10571,Remote in India,Technical Support Engineer,Transak,NA,Company Summary Transak is a developer integration for a fiat-to-crypto payment gateway. This solves the important problem of allowing mainstream people and…,NA
10572,"Bengaluru, Karnataka",Software Development Engineer in Test[SDET]- ISL Security-Ma...,IBM,NA,"Introduction As a Senior Software Developer, • You have developed strategies and long-term plans for researching new or projected operating systems and…",3.9
10573,"Remote in Ahmedabad, Gujarat",Technical Project Manager,Pirimid Fintech,NA,"No of Openings:: 1 Job Description Manage technical projects in Fintech domain in the areas of capital markets, global distributed trading systems, Robo…",NA
10574,"Hyderabad, Telangana",Graphic & Web Designer,Kling Blockchain,"₹10,000 - ₹30,000 a month","We are looking for a designer/ animator who can design white board animated videos using scribe or doodle software for our Start-Up Job Types: Part-time,…",NA
