,location,title,company,salary,summary,rating
5057,"Hyderabad, Telangana","newBusiness Intelligence Engineer, LMAQ",Amazon Dev Center India - Hyd,NA,"
Experience with Telemetry data processing and analytics;
Experienced in data cleaning and wrangling using SQL and Python;
",3.5
5058,"Hyderabad, Telangana",Data Engineer,Grid Dynamics,NA,"
The role will be responsible for designing and building dashboards and data visualizations to help business users understand data and inform decisions.
",NA
5059,"Hyderabad, Telangana","Data Engineer, CTK",ADCI HYD 16 SEZ,NA,"
Knowledge of data management fundamentals and data storage principles.
Experience providing technical leadership and mentoring other engineers for best…
",3.5
5060,"Bengaluru, Karnataka",Devops Engineer,Rakuten,NA,"
You will be an integral part of the India team, which closely collaborates with the teams in Japan and other regions, striving to enhance the automated code…
",NA
5061,"Bengaluru, Karnataka","ServiceNow Engineer, ESM – CF&C",Nike,NA,"
Knowledge of when to use client vs. server (or both) methods for optimizing user experience while still maintaining system performance and data integrity.
",4.1
5062,"Bengaluru, Karnataka",Senior Data Engineer,Confluent,NA,"
Strong knowledge of data architectures and data modeling and data infrastructure ecosystem.
You will build data pipelines that enable data scientists, operation…
",NA
5063,"Bangalore Urban, Karnataka",Head of Data Science,Michael Page,NA,"
Experience with big data technologies.
Lead a group of data scientists, analysts, and engineers to deliver scalable machine learning solutions to production.
",3.5
5064,"Pune, Maharashtra",Performance Test Engineer,amdocs,NA,"
You will prioritize test execution, hands on validation and certification of the software readiness.
You will execute test procedures and/or scripts using…
",3.8
5065,"Hyderabad, Telangana","newSDE II, Santos",ADCI HYD 13 SEZ,NA,"
Experience with Big-data Analytics.
2+ years of non-internship professional software development experience.
Strong fundamentals in core Computer Science areas…
",3.5
5066,"Pune, Maharashtra","newPyspark, Hadoop Engineer, AVP",Credit Suisse,NA,"
The candidate has industry experience on large and complex IT projects with data engineering and big-data platform experience is preferred.
",3.9
5067,"Bengaluru, Karnataka",Senior Data Engineer,Inviz AI,"₹30,00,000 - ₹45,00,000 a year","
Experience in building and optimizing “big data” data pipelines, architectures and data sets.
Should have skills in data ingestion, transformation, staging and…
",NA
5068,"Remote in Pune, Maharashtra",Big Data Analytics - Spark,Blazeclan Technologies,NA,"
Designs data integrations and data quality framework.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data…
",3.4
5069,"Chennai, Tamil Nadu",ETL Testing SQL,eNFLUENCE IT Services,NA,"
SDE: Big Data Testing + SQL / Python.
Azure & Pyspark is nice to have.
Functional Area:Engineering - Software & QA.
Role Category:Quality Assurance and Testing.
",NA
5070,"Bengaluru, Karnataka",Big Data Engineer 6+ years of Experience,POKKT,NA,"
We are looking for a Big Data Engineer that will work on collecting, storing, processing, and analyzing huge sets of data.
",NA
5071,"Chennai, Tamil Nadu+1 location",Sr. Software Engineer,Standard Chartered,NA,"
Responsible for analysis and documentation of user requirements/scope of Projects.
Understand synergies across multiple initiatives and implement proposed…
",4.1
5072,"Surat, Gujarat",Full Stack Engineer,OdanInfotech LLP,"₹35,000 a month","
Implementing effective security protocols, data protection measures, and storage solutions.
Design, develop, and implement JavaScript solutions leveraging…
",NA
5073,"Chennai, Tamil Nadu",newPerformance Engineer 2,Comcast,NA,"
Partners with software engineers to write efficient automation code using coding standards and best practices.
Should be able to review code in Java, .
",3.7
5074,"Hybrid remote in Bengaluru, Karnataka",Software Validation Engineer,Intel,NA,"
You will help deliver leading edge enterprise and communications platforms that will enable tomorrow’s Data Centre infrastructure and accelerate adoption of…
",4.1
5075,"Pune, Maharashtra",Azure Data Engineer,Hitachi,NA,"
Distributed Data Processing of big data batch or streaming pipelines.
Familiarity with data visualization tools (e.g. PowerBI, Tableau etc.).
",3.8
5076,"Bengaluru, Karnataka",Senior Big Data Engineer,Databricks,NA,"
Guide strategic customers as they implement transformational big data projects, including end-to-end development and deployment of industry-leading big data and…
",NA
5077,"Pune, Maharashtra",newSoftware Architect,amdocs,NA,"
Lead projects, review technical designs, and provide guidance to software engineers on technical and architectural design decisions.
",3.8
5078,"Gurgaon, Haryana",Mindshare Neo | Data Engineer,Mindshare,NA,"
Perform data extract, transform, and load activities from several data sources.
Develop data extraction and manipulation code based on business rules.
",NA
5079,Telangana,Full Stack Engineer_AVP_C2MA,DBS Bank,NA,"
Experience of building spark-Java/Scala/Python based data pipelines for ingestion and compute of data at scale.
",3.9
5080,"Chennai, Tamil Nadu","Senior Big Data Engineer, Chennai",TalentAll Recruitment Services,NA,"
Working knowledge of message queuing, stream processing and highly scalable ‘big data’ data stores.
Exposure to data pipelines, architectures and data sets.
",NA
5081,"Pune, Maharashtra","Assistant Manager_ Senior Engineer _GCP, Data Engineer",Vodafone,NA,"
Develops data set processes for data modelling, mining and production;
Researches opportunities for data acquisition and new uses for existing data;
",3.9
5082,"Chennai, Tamil Nadu",Support Engineer,ADCI - Tamil Nadu,NA,"
Tuning application and query performance against large, complex data structures.
You will be challenged with a variety of task like SQL Code, data pipeline…
",3.5
5083,"Bengaluru, Karnataka",Data Engineer,4CRisk.ai Software,NA,"
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Working knowledge of message queuing, stream processing, and highly…
",NA
5084,India,newImplementation Engineer,aPriori,NA,"
The Implementation Engineer (Configuration and Tools) plays an integral role in the implementation of the aPriori cost management platform for our customers…
",NA
5085,"Pune, Maharashtra",Data Engineer,Barclays,NA,"
They should work with Subject matter experts (SMEs) from the source systems and engineers to extract, ingest, prepare and map data through the data lake and…
",3.9
5086,"Bengaluru, Karnataka",Software Engineer- 2 (BEE),Microsoft,NA,"
Build and improve systems that enable big data analysis to measure user and organizational productivity and customer engagement.
",4.2
5087,Chhattisgarh,Platform Data Engineer,W2O Group,NA,"
We embrace open platforms that unify data warehousing, advanced analytics, data science and MLOps.
Have deep experience with Apache Spark that goes beyond…
",NA
5088,"Bengaluru, Karnataka","Circuit Design Engineer, CMOS Foundation Circuit IP Design",Google,NA,"
Bachelor's degree in Electrical or Computer Engineering with coursework in VLSI and/or digital design or equivalent practical experience.
",4.3
5089,"Gurgaon, Haryana",Observability Engineer (Splunk),Gartner,NA,"
Recognize and onboard new data sources into Splunk, analyze data for anomalies and trends, and build relevant dashboards/alerts that improve visibility.
",3.7
5090,"Hybrid remote in Bengaluru, Karnataka",Data Engineer,Rockstar Games India,NA,"
We collaborate as a global team to develop cutting-edge data pipelines, data products, data models, reports, analyses and machine learning applications.
",4.0
5091,"Bengaluru, Karnataka",Data Engineer,Paktolus,NA,"
Should have experience working with big data systems.
Should have the ability to design and build big data pipelines.
Experience with AWS is a plus.
",NA
5092,"Chennai, Tamil Nadu",Lead Software Engineer,Informatica,NA,"
Experience working in Spark and other big data stack is an added advantage.
Strong development skills in Java using appropriate data structures & design…
",3.9
5093,"Bengaluru, Karnataka","Staff Engineer, Product Design Engineering",Western Digital,NA,"
Designs, develops, and manages activities for a specific product or group of products from product definition and planning through production, release, and end…
",3.8
5094,"Gurgaon, Haryana",Azure Data Engineer,Gartner,NA,"
Develop data models and schemas in our data warehouse that enable performant, intuitive analysis.
Build processes supporting data transformation, data…
",3.7
5095,"Bengaluru, Karnataka",Jr Data Engineer,Bosch Group,NA,"
Understanding of Cloud technologies (AWS, AZURE) technologies in the big data and data warehousing space.
Work in sync with internal and external team members…
",4.1
5096,"Bengaluru, Karnataka","newEngineer, Applications Development",Colt Technology Services,NA,"
Identifies all available customer service/performance data and takes appropriate action to resolve issues.
TSO (Technology and Security Office).
",4.0
5097,"Pune, Maharashtra",Manager_GCP_Data_Engineer_Lead,Vodafone,NA,"
Develops data set processes for data modelling, mining and production;
Researches opportunities for data acquisition and new uses for existing data;
",3.9
5099,"Chennai, Tamil Nadu",Member Technical Staff 2,PayPal,NA,"
Experience in distributed data processing and data analysis, and distributed messaging systems such as Kafka.
Experience in architecting large scale distributed…
",3.9
5100,"Chennai, Tamil Nadu",Junior Test Engineer,Crayon Data,NA,"
In this role, you’ll be part of our QA team, working closely with software developers and other engineers.
Experience level: 1 -2 years.
",4.3
5101,"Temporarily Remote in Hyderabad, Telangana",ML Data Engineer,ServiceNow,NA,"
Design and develop scalable, reusable data models.
Exposure to data science / ML is a plus.
Facilitate and participate in the preparation of ML data sets and…
",3.6
5102,India,Cloud Data Engineer (IM PSDS),Helius Technologies,NA,"
Support the architectural design of a big data platform.
Experience with integration of data from multiple data sources and of.
O AWS Cloud native development.
",NA
5103,"Bengaluru, Karnataka",Test Engineer,247 Global Recruit,"₹2,90,595 - ₹13,74,862 a year","
Analytical Skills - Skill and ability to: collect, organize, synthesize, and analyze data; summarize findings; develop conclusions and recommendations from…
",NA
5104,India,Azure Data Engineer,AppsTek Corp,NA,"
Expertise in relational and dimensional modelling, including big data technologies.
The role is responsible for innovating, building and maintaining technology…
",NA
5105,"Bengaluru, Karnataka+1 location",Data Scientist,HP,NA,"
Collaborates with peers, junior engineers, data scientists and project team.
Fluent in structured and unstructured data and modern data transformation…
",4.0
5106,"Gurgaon, Haryana",Big Data Developer 2+ Exp To GM Role | Gurugram | Bengaluru,AWC Consulting,"₹10,00,000 - ₹20,00,000 a year","
( #bigdatadeveloper with #gcpcloud ) with 3+ Years exp for #gurugram and #bengaluru.
( #bigdata #GMRole with #anycloud ) with 10+ Years exp for #gurugram.
",NA
5107,"Noida, Uttar Pradesh+2 locations",Lead Software Engineers: Java and Big Data,Impetus Technologies,NA,"
Exceptional skills in performance tuning & debugging of big data & java applications.
Good in grasping new technologies, data structure and related algorithms.
",4.2
5108,"Bengaluru, Karnataka",Lead Data Engineer – Planning & Manufacturing,Nike,NA,"
Create Data pipelines and reusable libraries for data transformations.
Experience in working with Containers, Serverless and Big data computation.
",4.1
5109,"Bengaluru, Karnataka",Software Engineer - Eq Enricher,Goldman Sachs,NA,"
Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more.
",4.0
5110,India,Product Engineer - Big Data Expert,Ideata,NA,"
As Big Data Expert you will be responsible for pulling in massive amounts of data from a large number of structured and unstructured sources, and feeding and…
",NA
5111,"Chennai, Tamil Nadu","Big Data Engineer, Profit Intelligence",ADCI - Tamil Nadu,NA,"
In this role you will be part of a team of high caliber data and software engineers to build data pipelines using big data technologies such as Apache Spark,…
",3.5
5112,"Bengaluru, Karnataka",Data Engineer with DB2/SQL/Unix.(3-8 years),Morgan Stanley,NA,"
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets using big data tools : ADF, Spark, Kafka, Azure Databricks etc is a…
",3.8
5113,"Pune, Maharashtra",newData Security Engineer,"JPMorgan Chase Bank, N.A.",NA,"
Experience in and understanding of data and information management, especially in Big Data trends * Experience integrating 3rd party KMS, HSM with cloud data…
",3.8
5114,"Pune, Maharashtra",Senior Software Engineer – Data Analytics (Big data Develope...,Pratiti Technologies,NA,"
Experience in developing and delivering large scale big data pipelines, real-time systems & data warehouses would be preferred.
",NA
5115,"Bengaluru, Karnataka","Sr. Data Engineer, Amazon Entertainment",ADCI - Karnataka,NA,"
Duties include big data design and analysis, data modeling, and development, deployment, and operations of big data pipelines.
",3.5
5116,"Chennai, Tamil Nadu",Software Development Engineer,ADCI - Tamil Nadu,NA,"
Experience influencing software engineers best practices within your team.
To achieve this, we blend of a variety of disciplines (such as NLP, data mining,…
",3.5
5117,"Bengaluru, Karnataka","Software Engineer ( Backend , 3-5years)",PhonePe,NA,"
Experience in building highly scalable business applications, which involve implementing large complex business flows and dealing with a huge amount of data.
",4.3
5118,"Remote in Bengaluru, Karnataka",Python Production Engineer,RELX,NA,"
You can collect, process and interpret data to derive meaningful insights.
You stay up to date with the latest advances in data manipulation tools.
",NA
5119,"Bengaluru, Karnataka",Sr. Data Engineer,Equinix,NA,"
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and Google ‘big data…
",3.7
5120,"Chennai, Tamil Nadu",Python Automation Test Engineer,VELOCIX SOLUTIONS INDIA LLP,NA,"
Deep understanding of data driven or key-word driven testing.
We are looking for an experienced automation engineer to work with Engineering team of Velocix's…
",NA
5121,"Gurgaon, Haryana",DataOps Engineer,SHL,NA,"
Hands on experience as a database engineer, data architect, or big data developer.
As an ideal candidate for this role, you will possess deep knowledge in…
",NA
5122,"Pune, Maharashtra","newSoftware Engineer, Data Engineering",MarketCast,NA,"
You’ve worked as a data engineer for at least 3 years in a production environment.
You have strong experience with data pipeline, data modeling, query…
",NA
5123,"Hyderabad, Telangana",Software Engineer 2 (Data Engineer),Microsoft,NA,"
You’ll also be required to work with your peers on the big data, Hadoop technologies and collaborate across azure teams in big-data mining and adopt in the…
",4.2
5124,"Bengaluru, Karnataka",Senior Software Developer (Snowflake) - Data engineer,"JPMorgan Chase Bank, N.A.",NA,"
Hands on experience with Snowflake database and features like data loading in Snowflake using AWS S3, stages in Snowflake, micro partitioning, Virtual…
",3.8
5125,"Mumbai, Maharashtra",SQL with Python (3-5 years),Morgan Stanley,NA,"
Experience in python for automating data cleansing, data re-formatting, data transformation.
Delivering projects with a high-level of data quality and integrity…
",3.8
5126,"Chennai, Tamil Nadu",Data Engineer for Snowflake,Ideas2IT Technologies,NA,"
Developing and maintaining documentation of the data architecture, data flow, and data models of the data warehouse appropriate for various audiences.
",4.5
5127,"Pune, Maharashtra",SIMULIA Modeling & Simulation Engineer,Dassault Systèmes,NA,"
Hands on skills in basic programming (Python, VB) is a big plus.
The skills gained in CAD modeling, finite-element analysis, multi-physics simulation,…
",4.0
5128,"Bengaluru, Karnataka",Sr Data Engineer - Sr Consultant,Deloitte,NA,"
As part of the machine learning team, the senior data engineer will work closely with data scientists.
Experience with ETL, workflow automation, and big data…
",4.0
5129,"Bengaluru, Karnataka",DevSecOps Engineer,Airbus,NA,"
Work closely with product and platform teams to engineer and implement cloud security controls.
Data-value chain in Airbus and its Division and to make the best…
",4.2
5130,"Bengaluru, Karnataka",Data Engineer,HR Devi and Associates,"₹15,00,000 - ₹35,00,000 a year","
Design and implement distributed applications collecting event data while creating, analysing & reporting on different behaviour patterns for multiple ecommerce…
",NA
5131,"Hyderabad, Telangana",Data & MLOPs Platform Engineer (Python),"JPMorgan Chase Bank, N.A.",NA,"
Hands-on experience of data analysis and data processing using Java, Python, or R a big plus.
Strong understanding of RESTful APIs and / or data streaming a big…
",3.8
5132,"Kolkata, West Bengal",Data science engineer,PatMD Consultng,NA,"
Extract data from a variety of relational databases, manipulate, explore data using quantitative, statistical and visualization tools,.
",NA
5133,"Hyderabad, Telangana",Splunk Engineer / Admin,Solugenix Corp,NA,"
Design, implement and optimize Splunk applications (to include Enterprise Security), queries, knowledge objects, and data models.
",4.0
5134,"Bengaluru, Karnataka",Software Engineer,Fidelity Investments,NA,"
Experience in data modelling and data designing concepts.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a…
",4.0
5135,"Bengaluru, Karnataka",Software Engineer - BCE Strats - Associate,Goldman Sachs,NA,"
Optimize pricing, quoting, routing algorithms by incorporating data and analytics.
Analyze data; design and build analytics, algorithms and tools to optimize…
",4.0
5136,"Bengaluru, Karnataka",Business Intelligence Engineer,Visa,NA,"
We are looking for expertise in designing and building such solutions from large-scale big data processing systems by using the latest BI technologies and…
",3.9
5137,Remote in India,Sr. Software Engineer (Big Data Operations),Unravel Data,NA,"
Understand Big Data architecture, Design then implement highly effective automated methods to build and update big data ML-driven DatOps Platform &…
",NA
5138,"Bengaluru, Karnataka",R&D Engineer,NOKIA,NA,"
Customer Insights (CI) is a top of the line Big Data Analytics product unit with customers all over the world.
Able to rapidly scale on analytics technologies.
",4.1
5139,Remote,Linux Systems Engineer - IN ( Level -I/II/III),Rackspace,NA,"
In this role you will collaborate with other engineers to develop architectural frameworks for system development, maintenance, and enhancement efforts.
",3.7
5140,"Bengaluru, Karnataka",Python-Machine Learning Engineer,Harman International,NA,"
Experience working with data science in automotive telematics data and video is a plus.
3+ years of experience working in Data Science or an analytics…
",3.9
5141,"Gurgaon, Haryana",Big Data Engineer-Module Lead,BenoGroup,"₹10,00,000 a year","
Integrate with different data sources to collect and process and transfer data in realtime using different Big Data tools and frameworks.
",NA
5142,"Remote in Bengaluru, Karnataka",Big Data Engineer,2COMs,"₹15,00,000 - ₹20,00,000 a year","
As a Data Engineer, you will build a variety of big data analytics solutions, including big data lakes.
Relevant AWS components required to build big data…
",3.6
5143,"Mumbai, Maharashtra",Junior Data Engineer / Senior Data Engineer,NEC Software Solutions (India),NA,"
Working proficiency in building enterprise level ETL AND business analytics from wide variety of data sources (SQL and No-SQL) and big-data technologies.
",NA
5144,"Bengaluru, Karnataka","Design Engineer, Design for Testing Productization",Google,NA,"
With your technical expertise, you lead projects in multiple areas of expertise (i.e., engineering domains or systems) within a data center facility, including…
",4.3
5145,"Pune, Maharashtra",Senior Data Engineer,Citi,NA,"
Experience of working with Streaming data.
Experience of working with large and multiple datasets, data warehouses and ability to pull data using relevant…
",3.9
5146,"Bengaluru, Karnataka",Data Engineer,KPIT Technologies GmbH,NA,"
Act as advisor/mentor and helps junior data engineers in their deliverables.
Strong experience of design, implementation and fine-tuning big data processing…
",3.7
5147,"Hyderabad, Telangana",Privacy Software Engineer,Microsoft,NA,"
Experience with telemetry and data mining and related big data systems.
Data gathering is key to how we keep Windows up to date, secure, and personalized, but…
",4.2
5148,"Gurgaon, Haryana",Machine Learning Engineer,Blinkit,NA,"
Experience with big data ecosystem like Spark, Hadoop etc.
Good understanding on all the stages of taking a Model to production, working with large data-sets,…
",NA
5149,"Pune, Maharashtra",newQA Automation Engineer (Intern),Ivalua,NA,"
Knowledge of SRM, Supply Chain, Procurement is also a big plus.
Our innovative Source-to-Pay solutions include automating customized workflows to source,…
",NA
5150,"Chennai, Tamil Nadu","newSoftware Development Engineer - I, Amazon Pay Products",ADCI HYD 13 SEZ,NA,"
You will have opportunities to deal with customer personal data and thus have to build solutions keeping in mind data security.
",3.5
5151,"Hyderabad, Telangana",Application Developer (Data Engineer)_ASSOC_Consumer Banking...,DBS Bank,NA,"
4 to 8 years of experience in analysis, design, development & maintenance of quality applications in an Big data process by using Hadoop concepts and framework.
",3.9
5152,"Chennai, Tamil Nadu","Machine Learning Engineer, Image Processing",Hubino,NA,"
Research in Computer Vision, NLP or time series data is a big plus.
Understanding business challenges, goals, constraints, variables and parameters.
",NA
5153,"Remote in Bengaluru, Karnataka",Lead Consultant - ATM Senior Data Engineer,Genpact,NA,"
Technically coaches junior data developers.
In this role, you shall be responsible for design and build modern data pipelines and data streams.
",3.8
5154,"Chennai, Tamil Nadu",Development Engineer 3 (Kubernetes),Comcast,NA,"
Experience with shell scripting to automate tasks and perform basic data analysis.
Familiarity with data serialization formats like XML, JSON and protocol…
",3.7
5155,"Bengaluru, Karnataka",Data Scientist - I,ADCI - Karnataka,NA,"
Develop efficient data querying infrastructure for both offline and online use cases.
The role will require the ability to extract data from various sources and…
",3.5
5156,"Mumbai, Maharashtra",Sr. Data Scientist/Data Scientist,Fountain9,NA,"
Any experience on dashboards, data visualizations or big-data analytics products is a plus.
Analyze large volumes of data to extract actionable product and…
",NA
5157,India,Data Engineer - India,CloudCover,NA,"
Experience with legacy big data systems (ex: Hadoop).
Any big data or date engineering certification on any of the clouds.
Experience with Spark or Beam.
",NA
5158,"Pune, Maharashtra",Senior Technical Lead (Data Engineer),Infostretch Corporation,NA,"
Should have practical and foundational knowledge of creating and managing data pipes in topical data frameworks as Spark, Kafka, hadoop, NoSQLs.
",3.0
5159,"Bengaluru, Karnataka",Staff Software Engineer - Data Platform,Walmart Global Tech India,NA,"
Prior exposure to GCP, NoSQL based cloud native databases, and big data technologies.
Have worked alongside the pioneers of Big data systems such as Hadoop,…
",NA
5160,"Chennai, Tamil Nadu",ETL Testing Python,eNFLUENCE IT Services,NA,"
ETL & Data testing, SQL, Python / Shell Scripting, Unit test cases , SDLC.
Role:Data / Big Data Testing Engineer.
Functional Area:Engineering - Software & QA.
",NA
5161,"Bengaluru, Karnataka",SDE - Data Engineer,Unify Technologies,NA,"
Expertise in programming: Java/Scala, Minimum 6 months exp in Big Data (Hadoop, Hive, Kafka, Spark).
Master’s/Bachelor's degree or equivalent in Computer…
",2.3
5162,"Pune, Maharashtra","newSenior Software Engineer, Data Engineering",MarketCast,NA,"
You’ve worked as a data engineer for at least 5 years in a production environment.
You have strong experience with data pipeline, data modeling, query…
",NA
5163,"Mumbai, Maharashtra",Big Data Engineer,Boppo Technologies,NA,"
Implementation including loading from disparate data sets, preprocessing using Hive and Pig.
Scope and deliver various Big Data solutions.
",NA
5164,"Hyderabad, Telangana",newData Engineer,Princeton IT Services,"₹10,00,000 - ₹20,00,000 a year","
Strong SQL, PL/SQL or T-SQL, Procedures, Packages, Triggers.
Experience in ETL, Dimensional modelling, etc., good to have any ETL tool experience like…
",NA
5165,Remote,Software QA Staff Engineer,Quest Software,NA,"
Detailed understanding of data protection and storage management.
This will involve designing, developing and delivering services platform for variety of…
",NA
5166,"Hyderabad, Telangana",newSoftware Engineer - JAVA FSD,"JPMorgan Chase Bank, N.A.",NA,"
Adopting industry leading technologies to support best-in-class business capabilities for high performance computing and data storage solutions.
",3.8
5168,"Hyderabad, Telangana",Engineer,Qcom,NA,"
Experience in frontend technologies like React JS, CSS is a big plus.
You will work in high level languages to manipulate source code and data relating to…
",NA
5169,"Chennai, Tamil Nadu",SENIOR COMPUTER VISION ENGINEER,MulticoreWare,NA,"
Very good knowledge on advanced data structures and algorithms.
Experience in Deep Learning frameworks (like TensorFlow or Caffe or PyTorch) is a big plus.
",3.0
5170,"Noida, Uttar Pradesh",Applied R&D Engineer,NOKIA,NA,"
Hands-on experience of developing software services in scalable and distributed environments in AWS or Azure – Containerization and orchestration with Docker,…
",4.1
5171,"Bengaluru, Karnataka",Data Scientist II- Merchandise & Discovery View Jobs,Swiggy,NA,"
Preferred: Experience working with ‘big data’ and shipping ML/DL models to production.
Preferred: Experience working with software engineers and familiarity…
",3.9
5172,"New Delhi, Delhi",Data Engineering Manager - GAMMA,Boston Consulting Group,NA,"
Experience wrangling huge amounts of data and exploring new data sets.
Experience creating several data pipelines and reusable data ingestion code packages.
",4.2
5173,"Bengaluru, Karnataka",newSenior Mobile Automation Test Engineer,lululemon India Tech Hub,NA,"
Experience must Have 10+ years of QA with at least 6+ years as Automation Developer and 2+ years as lead QA engineer in agile environment.
",NA
5174,"Bengaluru, Karnataka",Sr Software Engineer - Android - Growth and Marketing,Uber,NA,"
Mentor other engineers and continue building a strong culture of quality.
Design and build frameworks that work with data at scale and power many larger…
",3.7
5175,"Bengaluru, Karnataka",Solution Architect - ATG E-commerce,lululemon India Tech Hub,NA,"
Qualifications Bachelor's Degree in Computer Science or related field Minimum 7+ years of professional experience with e-commerce systems like ATG, IBM Sterling…
",NA
5176,"Pune, Maharashtra",Advisory Quality Assurance Software Engineer,Pitney Bowes,NA,"
AWS Services experience preferably in big data technologies such as AWS EMR , AWS Datapipeline.
Define test strategies and planning for new data ETL solutions…
",3.6
5177,"Bengaluru, Karnataka",OMS Developer - IBM Sterling,lululemon India Tech Hub,NA,"
Through the Hub, we will expand our capabilities in Product Systems, Merchandising and Planning, Digital Presence, Distribution and Logistics, and Corporate…
",NA
5178,"Bengaluru, Karnataka",Senior OMS Developer - IBM Sterling,lululemon India Tech Hub,NA,"
Qualifications Bachelor's Degree in Computer Science or related field 6+ years in in developing / implementing / customizing IBM Sterling Commerce Distributed…
",NA
5179,"Bengaluru, Karnataka","Senior Technical Analyst, Web Applications","Arrow Electronics, Inc.",NA,"
Experience related to application tuning for performance is a big plus.
Rationale: The new engineer will be working on enhancements and support of existing web…
",3.5
5180,"Bengaluru, Karnataka",Software Engineer II - Frontend - Growth & Marketing Platfor...,Uber,NA,"
Architecture: Knowledge of data structures and an eye for architecture.
Promote and demonstrate problem-specific expertise in delivering results (e.g. for…
",3.7
5181,"Hyderabad, Telangana",Systems Engineer- WIT ITSM Tools,Micron,NA,"
Experience with Performance Analytics and other data analysis tools (Tableau, SQL).
Understand the big picture of the ServiceNow platform Role in Micron and…
",3.7
5182,"Hyderabad, Telangana+1 location",Sr Salesforce Developer,Uber,NA,"
Experienced with data management and data migration principles and application.
Experience with Mulesoft is a big plus.
Expert in Java, Go, Python.
",3.7
5184,"Bengaluru, Karnataka",Senior Frontend Engineer - React.JS,Walmart,NA,"
Strong computer science fundamentals: data structures, algorithms, design patterns.
Ability to balance the long-term ""big picture"" and short term implications…
",3.4
5188,"Remote in Bengaluru, Karnataka",Senior Data Governance Engineer,GoTo,NA,"
Technical expertise in big data, data warehousing, analytics, and data science related technologies including data lakes, ETL.
",3.6
5189,"Chennai, Tamil Nadu",Software Engineer - Front End | Chennai,Tekion,NA,"
Responsible to prepare the technical design of the components within the module (one or more of client/web presentation tier, server tier, data access and data…
",NA
5190,"Bengaluru, Karnataka",BI Engineer,Adobe,NA,"
This individual will work with engineering and product management in building new features by analyzing data from different ad publishers and 1st party/3rd…
",4.3
5191,"Temporarily Remote in Chennai, Tamil Nadu+3 locations",Principal Software QA Automation Engineer – Big Data,PubMatic,NA,"
Debugging and troubleshooting issues within the big data ecosystem.
The individual will also be responsible for automating various big data flows, performance…
",3.9
5192,"Bengaluru, Karnataka",newStaff Software Engineer - Kafka Clients,Confluent,NA,"
Experience operating large-scale data systems.
We are at the beginning of this engineering journey and are looking for great engineers to join our world-class…
",NA
5193,"Bengaluru, Karnataka",Senior Associate - Data Engineer,Symphony Talent,NA,"
The platform also includes an Integration marketplace, big data engine and deep analytics offering.
Experience leveraging open source data.
",3.2
5194,"Bengaluru, Karnataka",Data Engineer - Personalization,ADCI - Karnataka,NA,"
Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL and AWS big data technologies.
",3.5
5195,"Gurgaon, Haryana",DATA ENGINEER,Galytix,NA,"
Experience in working in cross-functional team with software engineers, data scientists and machine learning engineers.
NoSql and graph databases.
",NA
5196,"Bengaluru, Karnataka",Big Data Lead,"JPMorgan Chase Bank, N.A.",NA,"
Our engineering teams must focus on building highly performant, resilient & scalable software using latest cloud and big data technologies as well as modern…
",3.8
5197,"Mumbai, Maharashtra",Senior Data Engineer (Bigdata),Nielsen,NA,"
Experience with big data ecosystem - Apache Spark, Cassandra.
Provide expertise on multiple phases of a big-data technology project lifecycle from design,…
",3.8
5198,"Pune, Maharashtra",Senior Data Engineer – L2,edgematics,NA,"
Edgematics is multi-national all-in-data company specializing in providing data monetization and services frameworks to support our clients through digital…
",NA
5199,"Pune, Maharashtra",GCP Data Engineer | 4 to 6 years | Bengaluru & Chennai,Capgemini,NA,"
GCP Implementation using BigQuery, BigTable , Dataproc, Pub/Sub and Airflow.
Databases : Hands on experience with Data Modelling and Big query.
",3.8
5200,"Remote in Chennai, Tamil Nadu",Lead Systems Engineer,ViaSat,NA,"
Experience with control plane and/or data plane in virtualized environments/private/public cloud.
Hands-on design experience with data services including…
",3.7
5201,"Hyderabad, Telangana",Global IT - Specialist BI Data Engineer,Hitachi,NA,"
Solid experience building and optimizing big data data pipelines, architectures and data sets.
Build the infrastructure required for optimal extraction,…
",3.8
5202,"Bengaluru, Karnataka",Data Engineer - Consumer Technology,Goldman Sachs,NA,"
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
The Data Engineer will support our software developers, database…
",4.0
5203,Remote,Full Stack Developer-Python Go-lang,Right Head India,"₹1,00,000 - ₹1,20,000 a month","
Prior experience with dbt would be a big plus.
Prior experience with terraform for data ops is optional.
Setting up new data pipelines using various open source…
",NA
5204,"Chennai, Tamil Nadu",newTest Automation Engineer II,PDI Software,NA,"
Strong computer science fundamentals: OOP, design patters, data structures & algorithms.
We re-imagine enterprise management to help our customers transform…
",4.0
5205,"Pune, Maharashtra",newSoftware Engineer - Advanced,Siemens,NA,"
Knowledge (project or lab work) about IoT and big data & analytics.
As a high-performing member of the team, you will be expected to design, develop, and test.
",4.0
